30,,bear_with,e227,"Matthew,Mark",1,"very: with: equal,same: people",
10,,beast,e103,"Matthew,Mark",1,"animal: no,not: good",
7,,beat,e0e4,"Matthew,Mark",1,"hand: hurt,pain: knife,cut: heart",hit
9,,beautiful,ea4a,"Matthew,Mark",1,"good: eye,see",beauty
9,,beauty,ea4a,"Matthew,Mark",1,"good: eye,see",beautiful
12, ,because,e066,"Matthew,Mark",1,"know,knowledge: ?",therefore:purpose:reason
5,,beckon,e040,"Matthew,Mark",1,"mouth,said,speak: near",call
12,,become_person,e83a,"Matthew,Mark",1,"change,turn: person",convert
11,,become_thing,e839,"Matthew,Mark",1,"change,turn: thing",
12,,bed,e122,"Matthew,Mark",1,"rest,sleep,lie_down: straight",mattress
, ,Beelzebul,e335,"Matthew, Mark",2,"big: no,not: good: spirit: person: satan",Satan
11,,before,e107,"Matthew,Mark",1,backward: thing,
5,,beg,e21e,"Matthew,Mark",1,"very: mouth,said,speak: love,compassion: heart",
24,,beginning,e231,"Matthew,Mark",1,,start
11,,behind,e116,"Matthew,Mark",1,thing: thing,
6,,believe,e06f,"Matthew,Mark",1,"know,knowledge: cross",faith
51,,belt,e29d,"Matthew,Mark",1,,
11,,beside,e117,"Matthew,Mark",1,thing: .,
22,,best,e21f,"Matthew,Mark",1,very : good,
,,Bethany,e349,"Matthew, Mark",2,"house: hurt,pain: knife,cut: heart: village: many: neighbor,near,house",
,,Bethlehem,ea45,"Matthew, Mark",2,"born,birth: land ,ground,earth: beginning,start: person",
,,Bethphage,e348,"Matthew, Mark",2,right: village: many: neighbor: house: near,
,,Bethsaida,e340,"Matthew, Mark",2,"harvest: hand: grain,wheat: village: many: neighbor,house,near",
2,,betray,e195,"Matthew,Mark",1,"no,not: love,compassion: good: measure",betrayal
2,,betrayal,e195,"Matthew,Mark",1,"no,not: love,compassion: good: measure",betray
19,,better,e09e,"Matthew,Mark",1,good: many,
11,,between ,e118,"Matthew,Mark",1,thing: stick,
23,,Bible,e22c,"Matthew, Mark",2,"book,read,learn: cross",Word_of_God:Scripture
12,,big,e120,"Matthew,Mark",1,,
35,,bird,e25c,"Matthew,Mark",1,,
24,,birth,e235,"Matthew,Mark",1,"beginning,start: person",born
5,,blasphemy,e05b,"Matthew,Mark",1,"mouth,said,speak: no,not: good: crown,ruler,king,lord: man: love,compassion",
5,,bless,e05c,"Matthew,Mark",1,"mouth,said,speak: gift: hand: love,compassion",blessing
21,,blessed,ea21,"Matthew,Mark",1,"happy,joy: many",
5,,blessing,e05c,"Matthew,Mark",1,"mouth,said,speak: gift: hand: love,compassion",bless
25,,blind,e192,"Matthew,Mark",1,"no,not: eye,see",
7,,blood,e087,"Matthew,Mark",1,"hand: wet,water",
12,,boast,e14b,"Matthew,Mark",1,"big: mouth,said,speak: me,i",pride
38,,boat,e265,"Matthew,Mark",1,,
,,Boaz,ea54,"Matthew, Mark",2,"man: very: forward,to",
12, ,body,e143,"Matthew,Mark",1,person,
53,,bone,e0b2,"Matthew,Mark",1,,
23,,book,e22a,"Matthew,Mark",1,,read:learn
24,,born,e235,"Matthew,Mark",1,"beginning,start: person",birth
11,,bottom,e119,"Matthew,Mark",1,thing,
36,,bound,e25f,"Matthew,Mark",1,,imprisoned:arrest:chain
21,,bow,e210,"Matthew,Mark",1,face: down,
53,,bowl,e384,"Matthew,Mark",1,,dish
53,,box,e29e,"Matthew,Mark",1,,
20,,boy,e001,"Matthew,Mark",1,"small,few: man",
20,,boys,e002,"Matthew,Mark",1,"small,few: man",
28,,branch,e246,"Matthew,Mark",1,"tree,plant,wood",
5,,brave,e196,"Matthew,Mark",1,"afraid,fear: no,not: mouth,said,speak: heart",courage
5,,bread,e05d,"Matthew,Mark",1,"mouth,said,speak: grain,wheat",loaf
32,,break,e0e1,"Matthew,Mark",1,"knife,cut: whole,all",
1,,bride,e015,"Matthew,Mark",1,"woman: start,beginning: love,compassion",
14,,bright,e21b,"Matthew,Mark",1,"very: sun,day",
7,,bring,e088,"Matthew,Mark",1,hand: thing,take:carry
12,,brother,e006,"Matthew,Mark",1,"man: small,few: love,compassion",
12,,brothers,e007,"Matthew,Mark",1,"man: small,few: love,compassion",
17,,build,e17a,"Matthew,Mark",1,house: make: hand: person,
17,,building,e0a1,"Matthew,Mark",1,,
50,,bury,e0d7,"Matthew,Mark",1,"straight: death,dead,die: no,not: heart",
11,,but,e11a,"Matthew,Mark",1,"thing: fabric,clothing",
51,,buy,e32a,"Matthew,Mark",1,"to,forward: money,wealth,wealthy",spend
,,Caesar,e370,"Matthew, Mark",2,"man: big: ruler,king,crown,lord",
,,Caesarea,e346,"Matthew, Mark",2,"person: crown,ruler,king,lord: land,ground,earth",
,,Caiaphas,ea77,"Matthew, Mark",2,"man: murderer: cross: knife,cut: person: kill,destroy",
12,,call,e040,"Matthew,Mark",1,"mouth,said,speak: near",beckon
53,,camel,e29f,"Matthew,Mark",1,,
12,,can,e124,"Matthew,Mark",1,"big: knife,cut",power:ability
,,Canaan,e33d,"Matthew, Mark",2,"promise: mouth,said,speak: work,do: land,ground,earth",
,,Capernaum,e33a,"Matthew, Mark",2,soft: village: many: neighbor: house: near,
20,,careful,e19e,"Matthew,Mark",1,"small,few: heart",
12,,carpenter,e14f,"Matthew,Mark",1,"person: hand: thing: tree,plant,wood",
7,,carry,e088,"Matthew,Mark",1,hand: thing,take:bring
11,,catch,e115,"Matthew,Mark",1,thing: net,
23,,census,e0b8,"Matthew,Mark",1,"person: book,read,learn: number",
36,,chain,e25f,"Matthew,Mark",1,,imprisoned:arrest:bound
53,,chair,e298,"Matthew,Mark",1,,sit
53,,change,e31e,"Matthew,Mark",1,,turn
23,,chapter,e230,"Matthew,Mark",1,"book,read,learn: part",
20,,child,e200,"Matthew,Mark",1,"small,few: person",
20,,children,e201,"Matthew,Mark",1,"small,few: people",
2,,choose,e021,"Matthew,Mark",1,"love,compassion: or",
,,Chorazin,ea8f,"Matthew, Mark",2,"not,no: good: hot,fire,heat: village: many: neighbor,house,near",
,,Christ,e334,"Matthew, Mark",2,"very: king,ruler,crown,lord: anointed: mouth,said,speak: near: person",Messiah
4,,church,e03d,"Matthew,Mark",1,cross: building,temple
39,,circumcise,e250,"Matthew,Mark",1,"knife,cut: flesh: soft: person",circumcision
39,,circumcision,e250,"Matthew,Mark",1,"knife,cut: flesh: soft: person",circumcise
29,,clean,e248,"Matthew,Mark",1,"wet,water: good",pure
12,,cloak,ea76,"Matthew,Mark",1,"big: fabric,clothing",
27,,closed,e23f,"Matthew,Mark",1,,
12,,clothe,e147,"Matthew,Mark",1,"fabric,clothing: person",to_clothe
33,,clothing,e253,"Matthew,Mark",1,,fabric
39,,cloud,e26e,"Matthew,Mark",1,soft: thing,
46,,cohort,e148,"Matthew,Mark",1,"person: war,fight,battle: many",army
53,,cold,e0f2,"Matthew,Mark",1,"no,not: fire,heat,hot",
47,,color,e284,"Matthew,Mark",1,,
34,,come   ,e25a,"Matthew,Mark",1,walk: near,visit:come
27,,come_out,e243,"Matthew,Mark",1,"door: to,forward",leave:depart
2,,comfort,ea3b,"Matthew,Mark",1,"love,compassion: person",
5,,command,e058,"Matthew,Mark",1,"mouth,said,speak: !",
2,,compassion,e01a,"Matthew,Mark",1,,love
5,,condemn,ea7f,"Matthew,Mark",1,"mouth,said,speak: know,knowledge: no,not",condemnation
5,,condemnation,ea7f,"Matthew,Mark",1,"mouth,said,speak: know,knowledge: no,not",condemn
6,,confidence,e070,"Matthew,Mark",1,"know,knowledge: know,knowledge",assurance
49,,control,e332,"Matthew,Mark",1,tie: down,
51,,convert,e83a,"Matthew,Mark",1,"change,turn: person",become_person
39,,cornerstone,e21c,"Matthew,Mark",1,"very: hard: soft: no,not: thing",
9,,correct,e09a,"Matthew,Mark",1,good,yes
12,,council,e0f7,"Matthew,Mark",1,body: person,
53,,country,e0a2,"Matthew,Mark",1,"big: land,ground,earth",nation
12,,countrymen,e157,"Matthew,Mark",1,"person: friend: love,compassion: land,ground,earth",
5,,courage,e196,"Matthew,Mark",1,"no,not: afraid,fear: mouth,said,speak: heart",brave
4,,courtyard,e0f6,"Matthew,Mark",1,"land,ground,earth: church,temple",
8,,covenant,e21d,"Matthew,Mark",1,"mouth,said,speak: promise: very: work,do",
11,,cover,e39a,"Matthew,Mark",1,straight: thing,
2,,covet,e022,"Matthew,Mark",1,"desire,like,want: heart: love,compassion: you: thing",envy
4,,cross,e038,"Matthew,Mark",1,,
12,,crowd,e128,"Matthew,Mark",1,people,multitude
3,,crown,e028,"Matthew,Mark",1,,ruler:king:lord
4,,crucify,e03c,"Matthew,Mark",1,"kill,destroy: knife,cut: person: cross",
12,,crush,e146,"Matthew,Mark",1,person: thing,
21,,cry,e20c,"Matthew,Mark",1,"sad,grieve: wet,water",
41,,cup,e274,"Matthew,Mark",1,,drink
5,,curse,e05a,"Matthew,Mark",1,"mouth,said,speak: no,not: good: fire,heat,hot",
53,,curtain,e254,"Matthew,Mark",1,"fabric,clothing: window",
39,,cushion,e26c,"Matthew,Mark",1,soft: face,pillow
32,,custom,eb10,"Matthew,Mark",1,"whole,all: work,do",
31,,cut,e24e,"Matthew,Mark",1,,knife
,,Cyrene,Eb59,"Matthew, Mark",2,"Horse: tie,knot: land,ground,earth",
,,Dalmanutha,e344,"Matthew, Mark",2,"shout: big: mouth,said,speak: land,ground,earth",
34,,dance,e259,"Matthew,Mark",1,"walk: happy,joy",
,,Daniel,ea78,"Matthew, Mark",2,"man: me,i: or",
14,,dark,ea17,"Matthew,Mark",1,"no,not: light: eye,see: sun,day",
1,,daughter,e00c,"Matthew,Mark",1,"woman: love,compassion: small,few",
1,,daughters,e00d,"Matthew,Mark",1,"woman: love,compassion: small,few",
