,,Shechem,ec95,Acts,2,under: thing: .: neck: face: village: many: neighbor: house: near,
,,Silas,eb41,Acts,2,"man: plant,tree,wood",
,,sky,ec8b,Acts,1,"above,over: up: thing: land,ground,earth",
,,smoke,ec03,Acts,1,"soft: fire,hot,heat",
,,Sopater,ec20,Acts,2,"man: go,travel,trip,journey: with: equal,same: people",
,,sorcery,ec8c,Acts,1,"no,not: help: straight: people: god: crown,ruler,king,lord: man: love,compassion",
,,Sosthenes,eb3c,Acts,2,"man: crown,ruler,king,lord: scripture,bible,word_of_god: book,learn,read: cross: building: synagogue",
,,south,ea31,Acts,1,direction,
,,Stephen,eb6b,Acts,2,"man: crown,ruler,king,lord",
,,Stoic,ec06,Acts,2,"person: sad,grieve: because,purpose,reason,therefore: know,knowledge: ?",
,,strangled,eb33,Acts,1,"kill,destroy: knife,cut: person: no,not: blood: hand: wet,water",
,,Syracuse,ec1c,Acts,2,"wet,water: good: village: many: neighbor: house: near",
,,tabernacle,eb32,Acts,1,"go,journey,travel,trip: building",tent
,,Tarsus,ec30,Acts,2,"basket: small,few: net: village: many: neighbor: house: near",
,,tent,eb32,Acts,1,"go,travel,trip,journey: building",tabernacle
,,Tertullus,eb9b,Acts,2,"man: know,knowledge: deceive,deception.false,lead_astray,lie: no,not: good: measure",
,,test,ec21,Acts,1,"questioned,ask: mouth,said,speak: ?: or",
,,Theophilus,eb67,Acts,2,"man: friend: person: love,compassion",
,,Thessalonica,eb12,Acts,2,"prevail,triumph,victory: crown,ruler,king,lord: war,fight,battle: village: many: neighbor: house: near",
,,Theudas,eb71,Acts,2,"man: deceive,deception,false,lead_astray,lie: no,not: good: measure",
,,thought,e06c,Acts,1,"know,knowledge: head: face",mind:think:think_opinion:think_wonder
,,throne,ec84,Acts,1,"crown,ruler,king,lord: chair,sit",
,,Thyatira,eb52,Acts,2,"nose,smell: village: many: neighbor: house: near",
,,Timon,ec96,Acts,2,"man: good: money,wealth,wealthy",
,,Timothy,ec02,Acts,2,"man: honor: crown,ruler,king,lord: sword",
,,Titus,eb38,Acts,2,"man: heal: hand: happy,joy: heart",
,,trial,ec87,Acts,1,"justice: to,forward: hand: equal: land,ground,earth: church,temple",case
,,trip,e381,Acts,1,,go:journey:travel
,,Troas,ec0b,Acts,2,animal: village: many: neighbor: house: near,
,,Trophimus,eb1e,Acts,2,"man: book read,learn",
,,try,eb94,Acts,1,"small,few: work,do",
,,twin,ec1b,Acts,1,"man: love,compassion: equal,same: small,few",
,,Tyrannus,eb3f,Acts,2,"man: bad: no,not: good",
,,vine,ec91,Acts,1,"small,few: up: plant,tree,wood",
,,vision,ea80,Acts,1,"eye,see: rest,sleep,lie_down",dream
,,worry,e056,Acts,1,"mouth,said,speak: heart",afraid:fear
,,Zeus,eb2d,Acts,2,"thunder: mouth,said,speak: storm: bad: no,not: good: spirit: person",
