"","Abiathar","e35f","Abiatar",,
"","Herod ","e360","Herodes",,
"","Philip ","e361","Felipe",,
"","Bartholomew","e362","Bartolomé ",,
"","Thomas","e363","Tomás",,
"","Simon_the_Canaanite","e364","Simón_el_Zelote",,
"","Judas_Iscariot","e365","Judas_Iscariote",,
"","Legion","e366","Legión",,
"","Jairus","e367","Jairo",,
"","Juda ","e368","Judá",,
"","Judas","e368","Judas",,
"","Judas_not_Iscariot","e368","Judas_no_Iscariote",,
"","Jude","e368","Judas",,
"","Joses","e369","José",,
"","Elijah","e36a","Elías",,
"","Bartimaeus","e36b","Bartimeo",,
"","Timaeus","e36c","Timeo ",,
"","Barabbas","e36d","Barrabás ",,
"","Rufus","e36e","Rufo",,
"","Pilate","e36f","Pilato",,
"","Caesar","e370","César",,
"","Mark","e371","Marcos",,
"","Isaiah","e372","Isaías",,
"","Abraham","e373","Abraham",,
"","Isaac","e374","Isaac",,
"","Jacob","e375","Jacob",,
"","James_the_Disciple","e376","Santiago_el_Discípulo ",,
"","Paul","e377","Pablo",,
"","Idumea","e378","Idumea ",,
"","Salome","e379","Salomé",,
"","promise","e37a","promesa",,
"","Thaddaeus","e37b","Tadeo",,
"","Simon_of_Cyrene","e37c","Simón_de_Cirene",,
"","Cyrene","e37d","Cirene",,
"","untie","e37f","desatar",,
"","heaven","e380","paraíso",,
"","go ","e381","ir ",,
"","journey","e381","jornada",,
"","travel","e381","viajar",,
"","trip","e381","viaje",,
"","leprosy","e382","lepra",,
"","Pharisee","e383","Fariseo",,
"","bowl","e384","tazón",,
" ","dish","e384","platillo",,
"","Miriam","e385","Miriam",,
"","plate","e386","plato",,
"","platter","e386","el_surtido",,
"","shield","e388","escudo",,
" ","waist","e391","cintura",,
"","least","e397","lo_menos",,
"","smallest","e397","lo_más_pequeño",,
"","stick","e398","palo",,
"","cover","e39a","cubrir",,
"","become_thing","e839","convertirse_cosa",,
"","become_person","e83a","convertirse_persona",,
"","convert","e83a","convertir",,
"","remain","e83b","permanecer",,
"","stay","e83b","quedarse",,
"","how_long","e83c","cuánto_tiempo",,
"","grind","e83d","moler",,
"","stem","ea01","el_tallo",,
"","wrong","ea02","incorrecto ",,
"","Saducee","ea03","Saduceo",,
"","Israel","ea04","Israel",,
"","Herodians","ea05","Herodianos",,
"","worm","ea06","gusano",,
"","taste","ea07","probar",,
"","Jericho","ea08","Jericó",,
"","donkey","ea09","burro",,
"","murderer","ea10","asesino",,
"","wait","ea11","esperar",,
"","mock","ea12","burlarse_de",,
"","hail","ea13","aclamar",,
"","Alexander","ea14","Alejandro",,
"","Joseph","ea15","José ",,
"","Lasea","ea16","Lasea",,
"","lot","ea16","lote",,
"","lots","ea16","lotes",,
"","dark","ea17","oscuro",,
"","sponge","ea18","esponja",,
"","wrap","ea19","envolver",,
"","linen","ea20","lino",,
"","blessed","ea21","bendito",,
"","half","ea22","mitad",,
"","language","ea23","idioma",,
"","weak","ea24","débil",,
"","justice","ea25","justicia",,
"","reed","ea26","junco",,
"","stumbling_block","ea27","bloque_de_tropiezo",,
" ","Jeremiah","ea28","Jeremías",,
"","Jonah_Simons_father","ea29","Jonás_padre_de_Simón",,
"","Magadan","ea30","Magdala",,
"","south","ea31","sur",,
"","Solomon","ea32","Salomón",,
"","grass","ea33","césped",,
"","scatter","ea34","dispersión",,
"","flour","ea35","harina",,
"","dough","ea36","masa",,
"","precious","ea37","precioso ",,
"","east","ea38","Este",,
"","threshing","ea39","trilla",,
"","poor","ea3a","pobre",,
"","comfort","ea3b","consolar",,
"","altar","ea3c","altar",,
"","divorce","ea3d","divorcio",,
"","rain","ea3e","lluvia",,
"","Zebulun","ea3f","Zabulón ",,
"","Naphtali","ea40","Neftalí",,
"","Rachel","ea41","Raquel ",,
"","Ramah","ea42","Ramat",,
"","Noah","ea43","Noé",,
"","Egypt","ea44","Egipto",,
"","Bethlehem","ea45","Belén ",,
"","Uriah","ea46","Urías",,
"","Simeon","ea47","Simeón ",,
"","Simon","ea47","Simón",,
"","Nain","ea48","Naín",,
"","owe","ea49","deber",,
"","beautiful","ea4a","hermoso",,
"","beauty","ea4a","belleza",,
"","Judah","ea4b","Judá",,
"","Perez","ea4c","Fares",,
"","Zerah","ea4d","Zera",,
"","Tamar","ea4e","Tamar",,
"","Hezron","ea4f","Hezrón ",,
"","Ram","ea50","Aram",,
"","Amminadab","ea51","Aminadab",,
"","Nahshon","ea52","Naasón",,
"","Salmon","ea53","Salmón","Salmón",
"","Boaz","ea54","Booz",,
"","Rahab","ea55","Rahab",,
"","Obed","ea56","Obed",,
"","Ruth","ea57","Rut",,
"","Jesse","ea58","Isaí",,
"","Corinth","ea59","Corinto",,
"","Rehoboam","ea5a","Roboam",,
"","Abijah","ea5b","Abiam",,
"","Asa","ea5c","Asa",,
"","Jehoshaphat","ea5d","Josafat",,
"","Joram","ea5e","Joram",,
"","Uzziah","ea5f","Uzías",,
"","Jothan","ea60","Jotam",,
"","Ahaz","ea61","Acaz",,
"","Hezekiah","ea62","Ezequías ",,
"","Manasseh","ea63","Manasés",,
"","Amon","ea64","Amón",,
"","Josiah","ea65","Josías",,
"","Jechoniah","ea66","Jeconías ",,
"","Babylon","ea67","Babilonia",,
"","Shealtiel","ea68","Salatiel",,
"","Zerubbabel","ea69","Zorobabel",,
"","Abiud","ea6a","Abiud",,
"","Eliakim","ea6b","Elakim",,
"","Azor","ea6c","Azor",,
"","Zadok","ea6d","Sadoc",,
"","Achim","ea6e","Achim",,
"","Eliud","ea6f","Eliud",,
"","Eleazar","ea70","Eleazar ",,
"","Matthan","ea71","Matán",,
"","Jacob(NT)","ea72","Jacob (NT)",,
"","Joseph(NT)","ea73","José (NT)",,
"","north","ea74","norte",,
"","cloak","ea76","manto",,
"","Caiaphas","ea77","Caifás",,
"","Daniel","ea78","Daniel",,
"","trumpet","ea79","trompeta",,
"","Gomorrah","ea7a","Gomorra",,
"","Samaritan","ea7b","Samaritano",,
"","fool","ea7c","tonto",,
"","goat","ea7d","chivo",,
"","virgin","ea7e","virgen",,
"","condemn","ea7f","condenar",,
"","condemnation","ea7f","condenación",,
"","dream","ea80","sueño",,
"","vision","ea80","visión",,
"","tribe","ea81","tribu",,
"","Samaria","ea83","Samaria",,
"","guilt","ea84","culpa",,
"","guilty","ea84","culpabilidad",,
"","ox","ea85","buey",,
"","fat","ea86","grasa",,
"","sex","ea87","sexo",,
"","lightning","ea88","relámpago",,
"","west","ea89","oeste",,
"","fox","ea8a","zorro",,
"","flute","ea8b","flauta",,
"","gluttony","ea8c","glotonería ",,
"","drunk","ea8d","borracho",,
"","Sodom","ea8e","Sodoma",,
"","Chorazin","ea8f","Corazin",,
"","ash","ea90","ceniza",,
"","Simon_Jesus_brother","ea92","Simón_hermano_de_Jesús",,
"","greed","ea94","codicia",,
"","self","ea95","uno_mismo",,
"","Abel","ea96","Abel",,
"","Barachiah","ea97","Berequías ",,
"","Zechariah","ea98","Zacarías ",,
"","key","ea9d","clave",,
"","key","ea9d","llave",,
"","sanctuary","eb01","santuario",,
"","Anna","eb02","Ana ",,
" ","Hannah","eb02","Ana ",,
"","Jason","eb03","Jasón",,
"","Jesus_not_Christ","eb03","Jesús_no_Cristo",,
"","Joshua","eb03","Josué",,
"","Matthew","eb04","Mateo",,
"","island","eb05","isla",,
"","room","eb06","habitación",,
"","Athens","eb07","Atenas",,
"","confuse","eb08","confundir",,
"","yoke","eb09","yugo",,
"","Parthia","eb0a","Partos",,
"","Haran","eb0b","Harán ",,
"","Sea_of_Reeds","eb0c","Mar_de_Juncos",,
"","Aaron","eb0d","Arón",,
"","Chaldea","eb0e","Babilonia",,
"","Midian","eb0f","Madián",,
"","custom","eb10","costumbre",,
"","fat_animal","eb11","animal_gordo",,
"","Thessalonica","eb12","Tesalónica",,
"","Berea","eb13","Berea",,
"","prevail","eb14","prevalecer",,
"","triumph","eb14","triunfo",,
"","victory","eb14","victoria",,
"","queen","eb15","reina",,
"","Rome","eb16","Roma",,
"","Aquila","eb17","Aquila",,
"","Priscilla","eb18","Prisca",,
"","Sceva","eb19","Esceva",,
"","Demetrius","eb1a","Demetrio",,
"","Levi","eb1b","Leví",,
"","Pyrrhus","eb1c","Pirro ",,
"","Secundus","eb1d","Segundo",,
"","Trophimus","eb1e","Trófimo ",,
"","Eutychus","eb1f","Eutico",,
"","Assos","eb20","Asón ",,
"","Mitylene","eb21","Mitilene",,
"","Chios","eb22","Quío",,
"","Miletus","eb23","Mileto",,
"","flower","eb24","flor",,
"","Rhodes","eb25","Rodes",,
"","Mnason","eb26","Mnasón",,
"","shave","eb27","afeitar",,
"","metal","eb28","metal",,
"","iron","eb29","hierro",,
"","gold","eb2a","oro",,
"","silver","eb2b","plata",,
"","bronze","eb2c","bronce",,
"","Zeus","eb2d","Zeus",,
"","Amphipolis","eb2e","Anfípolis",,
"","Hermes_idol","eb2f","Hermes_ídolo ",,
"","Apollonia","eb30","Apolonia",,
"","Attalia","eb31","Atalia",,
"","tabernacle","eb32","tabernáculo",,
"","tent","eb32","tienda_de_campaña",,
"","strangled","eb33","estrangular",,
"","tool","eb34","herramienta",,
"","cow","eb36","vaca",,
"","Damaris","eb37","Damaris",,
"","Titus","eb38","Tito",,
"","crooked","eb39","torcido",,
"","Crispus","eb3a","Crispo",,
"","Gallio","eb3b","Galio",,
"","Sosthenes","eb3c","Sóstenes",,
"","Cenchrea","eb3d","Cencrea",,
"","Apollos","eb3e","Apolos",,
"","Tyrannus","eb3f","Tirano",,
"","Manaen","eb40","Manaén ",,
"","Silas","eb41","Silas",,
"","Seleucia","eb42","Seleucia",,
"","Derbe","eb43","Derbe",,
"","Levite","eb44","Leví",,
"","Lystra","eb44","Listra ",,
"","Sergius","eb45","Sergio ",,
"","Galatia","eb46","Galacia",,
"","Perga","eb47","Perge ",,
"","Bithynia","eb48","Bitinia",,
"","Kish","eb49","Quis",,
"","Mysia","eb4a","Misia",,
"","Benjamin","eb4b","Benjamín",,
"","Samothrace","eb4c","Samotracia",,
"","Gamaliel","eb4d","Gamaliel",,
"","Neopolis","eb4e","Neápolis",,
"","justify","eb4f","justificar",,
"","Lydia","eb50","Lidia",,
"","Lycaonia","eb51","Licaonia",,
"","Thyatira","eb52","Tiatira",,
"","Prochorus","eb53","Prócoro",,
"","Saul","eb54","Saulo",,
"","Nicanor","eb55","Nicanor",,
"","Nicolaus","eb56","Nicolás",,
"","Parmenas","eb57","Parmenas",,
"","Antioch","eb58","Antioquía ",,
"","Alexandria","eb5a","Alejandría",,
"","Cilicia","eb5b","Cilicia"," "," "
"","Mount_Sinai","eb5c","Monte_Sinaí ",,
"","Emmor","eb5d","Hamor ",,
"","Hamor","eb5d","Hamor  ",,
"","porch","eb5e","pórtico ",,
"","couch","eb5f","sofá",,
"","descendant","eb60","descendiente",,
"","prince","eb61","príncipe ",,
"","elder","eb62","anciano ",,
"","Annas","eb63","Anás",,
"","Ananias","eb65","Ananías ",,
"","Sapphira","eb66","Safira ",,
"","Theophilus","eb67","Teófilo",,
"","Luke","eb68","Lucas",,
"","Barsabbas","eb69","Barsabás ",,
"","Justus","eb6a","Justo",,
"","Stephen","eb6b","Esteban",,
"","Elam","eb6d","Elam",,
"","Pamphylia","eb6e","Panfilia",,
"","Asia","eb6f","Asia",,
"","Media","eb70","Media",,
"","Theudas","eb71","Teudas ",,
"","Mesopotamia","eb72","Mesopotamia",,
"","Libya","eb73","Libia ",,
"","Put","eb73","Fut ",,
"","Cappadocia","eb74","Capadocia",,
"","Pontus","eb75","Ponto ",,
"","Phrygia","eb76","Frigia",,
"","Arabia","eb77","Arabia",,
"","Dionysius","eb78","Dionisio ",,
"","foreknowledge","eb79","conocimiento_previo",,
"","centurion","eb7a","centurion ",,
"","Achaia","eb7c","Acaya",,
"","wing","eb7d","ala ",,
"","wings","eb7d","alas",,
"","Azotus","eb7e","Azoto",,
"","Gaza","eb7f","Gaza ",,
"","salvation","eb80","salvación",,
"","Cornelius","eb81","Cornelio",,
"","Jotham ","eb82","Jotán",,
"","corner","eb83","esquina",,
"","letter","eb84","la_letra",,
"","Candace","eb85","Candace",,
"","black","eb86","negro",,
"","demon","eb87","demonio",,
"","Cyprus","eb88","Cipre",,
"","Agabus","eb89","Agabo",,
"","Claudius","eb8a","Claudio",,
"","knock","eb8b","tocar_la_puerta",,
"","Blastus","eb8d","Blasto",,
"","Samuel","eb8e","Samuel",,
"","eunuch","eb8f","eunuco ",,
"","Believer","eb90","Creyente",,
"","Christian","eb90","Cristiano",,
"","farm","eb91","granja",,
"","field","eb91","campo ",,
"","Rhoda","eb92","Rode ",,
"","Adramyttium","eb93","Adramitena ",,
"","try","eb94","intertar",,
"","countryside","eb96","la_campiña ",,
"","Pisidia","eb97","Pisidia",,
"","citizen","eb98","ciudadano",,
"","Felix","eb99","Félix",,
"","Antipatris","eb9a","Antípatris ",,
"","Tertullus","eb9b","Tértulo",,
"","Drusilla","eb9c","Drusila ",,
"","Agrippa","eb9d","Agripa",,
"","Bernice","eb9e","Berenice",,
"","Paphos","eb9f","Pafos",,
"","Bethesda","eba0","Betesda",,
"","Aenon","eba1","Enón ",,
"","Cana","eba2","Caná",,
"","Ephraim","eba3","Efraín",,
"","Ephraim_city","eba4","Ciudad_Efraín",,
"","finger","eba5","dedo",,
"","Kidron_Valley","eba6","Valle_de_Cedrón",,
"","valley","eba7","valle",,
"","Latin","eba8","Latín",,
"","manna","eba9","maná",,
"","nail","ebaa","clavo",,
"","Nicodemus","ebab","Nicodemo",,
"","passion","ebac","pasión",,
"","pavement","ebad","pavimento",,
"","Salim","ebae","Salim",,
"","Sea_of_Tiberias","ebaf","Mar_de_Tiberias",,
"","Tiberias","ebb0","Tiberias",,
"","Siloam","ebb1","Siloé  ",,
"","week","ebb2","semana",,
"","well","ebb3","pozo",,
"","word","ebb4","palabra",,
"","Clopas","ebb5","Cleofas",,
"","Didymus","ebb6","Dídimos",,
"","Malchus","ebb7","Malco",,
"","Word","ebb8","Palabra",,
"","Ampliatus","ebb9","Amplias ",,
"","Andronicus","ebba","Andrónico",,
"","Aristobulus","ebbc","Aristóbulo ",,
"","armor","ebbd","armadura",,
"","Asyncritius – Asyncritus (ulb)","ebbe","Asíncrito ",,
"","Baal","ebbf","Baal",,
"","counted","ebc0","contado",,
"","credit","ebc0","crédito",,
"","reckon","ebc0","creer",,
"","Epaenetus","ebc1","Epeneto",,
"","Esau","ebc2","Esaú",,
"","creation","ebc3","creación",,
"","Hermas","ebc4","Hermas",,
"","Hosea","ebc5","Oseas",,
"","Illyricum","ebc6","Ilírico",,
"","Julia","ebc7","Julia",,
"","Junia","ebc8","Junias",,
"","Narcius","ebc9","Narciso",,
"","Nereus","ebca","Nereo",,
"","Olympus","ebcb","Olimpas",,
"","Patrobas","ebcc","Patrobas",,
"","Apelles","ebcd","Apeles",,
"","looks_like","ebcd","parecerse_a",,
"","Persis","ebce","Pérsida ",,
"","Philologus","ebcf","Filólogo  ",,
"","Phlegon","ebd1","Flegonte  ",,
"","Phoebe","ebd2","Febe",,
"","Quartus","ebd3","Cuarto",,
"","Rebekah","ebd4","Rebeca",,
"","Sarah","ebd5","Sarah",,
"","Spain","ebd6","España",,
"","Stachys","ebd7","Estaquis",,
"","Tryphaena","ebd8","Trifena",,
"","Tryphosa","ebd9","Trisofa",,
"","Urbanus","ebda","Urbano ",,
"","bribe","ebdb","soborno",,
"","Lot","ebdc","Lot",,
"","Asher_land","ebdd","Tierra_de_Aser",,
"","Asher","ebde","Aser",,
"","ring","ebdf","anillo",,
"","leg","ebe0","pierna",,
"","Salamis","ebe1","Salamina",,
"","Chloe","ebe2","Cloé",,
"","cymbal","ebe3","címbalo ",,
"","drum","ebe3","tambor",,
"","free_no_cost","ebe4","libre_de_costo",,
"","gong","ebe5","gong",,
"","mirror","ebe6","espejo ",,
"","important","ebe7","importante",,
"","order","ebe7","orden",,
"","priority","ebe7","prioridad",,
"","loud","ebe8","ruidoso",,
"","noise","ebe9","ruido ",,
"","sound","ebe9","sonido",,
"","Stephanas","ebea","Estéfanas",,
"","Eve","ebeb","Eva",,
"","clay","ebec","barro",,
"","Hermes","ebed","Hermes",,
"","Tertius","ebee","Tercio",,
"","apostle","ebef","apóstol",,
"","Herodion","ebf1","Herodión",,
"","another","ebf2","otro",,
"","next","ebf2","próximo",,
"","sharp","ebf3","afilado",,
"","Patmos","ebf4","Patmos",,
"","Smyrna","ebf5","Esmirna",,
"","Pergamun","ebf6","Pérgamo",,
"","Sardis","ebf7","Sardis",,
"","Philadelphia","ebf8","Filadelfia",,
"","Laodicea","ebf9","Laodicea",,
"","wool","ebfa","lana",,
"","snow","ebfb","nieve",,
"","church","ebfc","iglesia",,
" ","ambassador","ebfd","embajador",,
"","weary","ebfe","cansado",,
"","Balak","ebff","Balac",,
"","Matthias","eb04","Matías",,
"","Antipas","ec01","Antipas",,
"","Timothy","ec02","Timoteo",,
"","smoke","ec03","humo",,
"","philosopher","ec04","filósofo",,
"","Epicurean","ec05","Epicúreos",,
"","Stoic","ec06","Estoicos",,
"","Julius","ec07","Julio",,
"","Ptolemais","ec08","Tolemaida",,
"","Troas","ec0b","Troas",,
"","Ephesus","ec0c","Éfeso",,
"","Macedonia","ec0d","Macedonia",,
"","Erastus","ec0e","Erasto",,
"","Gaius","ec0f","Gayo ",,
"","Aristarchus","ec10","Aristarco ",,
"","Lycia","ec13","Cilicia ",,
"","Cnidus","ec14","Gnido ",,
"","Salmone","ec15","Salmón ",,
"","Adriatic_Sea","ec17","Mar_Adriático ",,
"","Fair_Haven","ec18","Asilo_Justo ",,
"","Malta","ec19","Malta",,
"","Publius","ec1a","Publio",,
"","twin","ec1b","gemelo",,
"","Syracuse","ec1c","Siracusa",,
"","Rhegium","ec1d","Regio",,
"","Puteoli","ec1e","Puteoli",,
"","Iconium","ec1f","Iconio",,
"","Sopater","ec20","Sópater ",,
"","Sosipater","ec20","Sosípater",,
"","test","ec21","examen",,
"","Creator","ec22","Creador",,
"","Patara","ec23","Pátara",,
"","Samos","ec25","Samos",,
"","Molech","ec26","Moloc",,
"","forest","ec27","bosque",,
"","Myra","ec28","Mira",,
"","Phoenix","ec29","Fenice",,
"","Aeneas","ec2a","Eneas",,
"","Sharon","ec2b","Sarón",,
"","Dorcas","ec2c","Dorcas",,
"","Joppa","ec2d","Jope",,
"","Lydda","ec2e","Lida",,
"","Barnabas","ec2f","Bernabé ",,
"","Tarsus","ec30","Tarso",,
"","Damascus","ec31","Damasco",,
"","Cush","ec32","Cus",,
"","Ethiopia","ec32","Etiopía",,
"","religion","ec33","religión",,
"","sect","ec33","secta",,
"","Artemas","ec34","Artemas",,
"","Areopagus","ec35","Areópago ",,
"","Cauda","ec36","Cauda",,
"","Clauda","ec36","Cauda",,
"","Lysias","ec37","Lisias ",,
"","Porcius","ec38","Porcio",,
"","Gabriel","ec39","Gabriel",,
"","Elizabeth","ec3a","Elisabet",,
"","Quirinius","ec3b","Cirenio",,
"  ","Phanuel","ec3c","Fanuel",,
"","Tiberius","ec3d","Tiberio",,
"","Ituraea","ec3e","Iturea ",,
"","Trachonitis","ec3f","Traconite ",,
"","Lysanias","ec40","Lisanias ",,
"","winnowing_fork","ec41","horquilla_de_aventar",,
"","threshing_floor","ec42","la_era",,
"","storehouse","ec43","almacén",,
"  ","Eli","ec44","Elí ",,
"  ","Heli","ec44","Elí ",,
"  ","Melchi","ec45","Melqui",,
"","Jannai","ec46","Jana",,
"","Amos","ec47","Amós",,
"","Nahum","ec48","Nahúm",,
"","Esli","ec49","Eslí",,
"","Naggai","ec4a","Nagay",,
"","Maath","ec4b","Maat",,
"","Joanan","ec4c","Joana",,
"","Abilene","ec4d","Abilinia",,
"","Abyss","ec4e","Abismo",,
"","Adam","ec4f","Adán",,
"","Addi","ec50","Adí ",,
"","Admin","ec51","Admín",,
"","Arni - Aram (ulb)","ec52","Aram",,
"","Arphaxad","ec53","Arfaxad",,
"","awake","ec54","despertar",,
"","bank","ec55","banco",,
"","Cain","ec56","Caín",,
"","Cainan","ec56","Cainán",,
"","Chuza","ec57","Chuza",,
"","Cleopas","ec58","Cleofas",,
"  ","Cosam","ec59","Cosam",,
"","Eber  ","ec5a","Éber",,
"","Eliezer","ec5b","Eliezer",,
"","Elisha","ec5c","Eliseo",,
"","Elmadam","ec5d","Elmodam",,
"","Emmaus","ec5e","Emaús",,
"","Enoch","ec5f","Enoc",,
"","Enos","ec60","Enós",,
"","Er","ec61","Er",,
"","Jared","ec62","Jared",,
"","Joanna","ec63","Joana",,
"","Jorim","ec64","Jorim",,
" ","lake","ec65","lago",,
"","Lamech","ec66","Lamec",,
"","Lazarus","ec67","Lázaro",,
"","Mahalaleel","ec68","Mahalaleel",,
"","Martha","ec69","Marta",,
"","Melea","ec6a","Melea",,
"","Menna","ec6b","Mainán",,
"","Methuselah","ec6c","Matusalén ",,
"","Naaman","ec6d","Naamán",,
"","Nahor","ec6e","Najor",,
"","Nathan","ec6f","Natán",,
"","Nathaniel","ec6f","Natanael",,
"","Neri","ec70","Nerías ",,
"","Peleg","ec71","Péleg",,
"","plow","ec72","arar",,
"","proverb","ec73","proverbio",,
"","Reu","ec74","Ragau",,
"","Rhesa","ec75","Resa",,
"","Salathiel","ec76","Salatiel",,
"","scorpion","ec77","escorpión ",,
"","Serug","ec78","Serug",,
"","Seth","ec79","Set ",,
"","Shelah","ec7a","Selaj",,
"","Shem","ec7b","Sem ",,
"","Susanna","ec7c","Susana ",,
"","Terah","ec7d","Téraj",,
"","Zacchaeus","ec7e","Zaqueo",,
"","Zarephath","ec7f","Sarepta",,
"","ancestor","ec80","ancestro",,
"","pentecost","ec81","pentecostés",,
"","Pentecost","ec81","Pentecostés",,
"","chariot","ec82","carro",,
"","farewell","ec83","despedida",,
"","throne","ec84","trono ",,
"","savior","ec85","salvador",,
"","burden","ec86","carga",,
"","case","ec87","caso",,
"","trial","ec87","prueba",,
"","ceremony","ec88","ceremonia",,
"","Bar_Jesus_not_Christ","ec89","Barjesús_no_Cristo",,
"","magician","ec8a","mago ",,
"","sky","ec8b","cielo",,
"","sorcery","ec8c","hechicería",,
"","Crete","ec8d","Cretenses",,
"","Freedmen","ec8e","Libertos",,
"","Hebrew","ec8f","Hebreos",,
"","Italy","ec90","Italia",,
"","vine","ec91","vino",,
"","Joel","ec92","Joel",,
"","Lucius","ec93","Lucio",,
"","Pharaoh","ec94","Faraón",,
"","Shechem","ec95","Siquén",,
"","Timon","ec96","Timón",,
"","incense","ec98","incienso",,
"","rough","ec99","áspero",,
"","smooth","ec9a","liso",,
"","Jonam","ec9b","Jonán",,
"","Mattatha","ec9c","Matata",,
"","Mattathias","ec9d","Matatías",,
"","Semien","ec9e","Semeí",,
"","elect","ec9f","elegir",,
"","Balaam","eca1","Balaam",,
"","Jezebel","eca2","Jezabel",,
"","milk","eca3","leche",,
"","Fortunatus","eca4","Fortunato",,
"","Achaicus","eca5","Acaico",,
"","Aretas","eca6","Aretas",,
"","harsh","eca7","severo",,
"","stern_words","eca7","palabras_severas",,
"","pillar","eca8","pilar",,
"","Silvanus","eca9","Silvano",,
"","Hymenaeus","ecaa","Himeneo",,
"","Hagar","ecab","Hagar",,
"","Philetus","ecac","Fileto",,
"","Carpus","ecad","Carpo",,
"","Claudia","ecae","Claudia",,
"","Crescan","ecaf","Crescente",,
"","Linus","ecb0","Lino",,
"","Dalmatia","ecb1","Dalmacia",,
"","Demes","ecb2","Demas",,
"","Eubulus","ecb3","Eubulo",,
"","Eunice","ecb4","Eunice",,
"","Hermogenes","ecb5","Hermógenes  ",,
"","lion","ecb6","león",,
"","Lois","ecb7","Loida",,
"","Onesimus","ecb8","Onésimo",,
"","Onesiphorus","ecb8","Onesíforo",,
"","Phygelus","ecb9","Figelo",,
"","Pudens","ecba","Pudente",,
"","Tychicus","ecbb","Tíquico",,
"","Jambres","ecbc","Jambre",,
"","Gad","ecbd","Gad",,
" ","Jannes","ecbe","Janes ",,
"","arrow","ecbf","flecha",,
"","Reuben","ecc0","Rubén",,
"","height","ecc1","altura",,
"","length","ecc2","largo",,
"","pastor","ecc3","pastor",,
"","wide","ecc4","ancho",,
"","horn","ecc5","cuerno",,
"","harp","ecc6","arpa",,
"","string","ecc7","cuerda",,
"","bow_arrow","ecc8","arco_y_flecha",,
"","eagle","ecc9","águila",,
"","Issachar","ecce","Isacar",,
"","thirst","eccf","sed ",,
"","thirsty","eccf","sediento",,
"","burn","ecd0","quemadura",,
"","burnt","ecd0","quemado",,
"","green","ecd1","verde",,
"","bitter","ecd2","amargo",,
"","Wormwood","ecd3","Ajenjo",,
"","locust","ecd4","langostas",,
"","breastplate","ecd5","coraza",,
"","tail","ecd6","cola",,
"","Abaddon","ecd7","Abadón ",,
"","Appolyon","ecd7","Apolión",,
"","Euphrates_River","ecd8","Río_Éufrates",,
"","million","ecd9","millón ",,
"","blue","ecda","azul",,
"","yellow","ecdb","amarillo",,
"","rainbow","ecdc","arco_iris",,
"","hail_storm","ecdd","tormenta_de_granizo",,
"","glass","ecde","vidrio",,
"","dragon","ecdf","dragon",,
"","flood","ece0","inundación ",,
"","Michael","ece1","Miguel",,
"  ","Diotrephes","ece2","Diótrefes",,
"","Clement","ece3","Clemente",,
"","Epaphras","ece4","Epafras",,
"","Epaphroditus","ece4","Epafrodito",,
"  ","Euodia","ece5","Evodia",,
"","Syntyche","ece6","Síntique",,
"","Archippus","ece7","Arquipo",,
"","Colossae","ece8","Colosas",,
"","Hierapolis","ece9","Hierápolis",,
"  ","Nympha","ecea","Ninfa",,
"","Scythia","eceb","Escita ",,
"","complete","ecec","completo",,
"","perfect","ecec","perfecto",,
"","own","eced","ser_dueño_de",,
"","breath","ecee","aliento",,
"","breathe","ecee","respirar",,
"","bear","ecef","oso",,
"","example","ecf0","ejemplo",,
"","pattern","ecf0","patrón",,
"","Apphia","ecf1","Apia",,
"","Philemon","ecf2","Filemón",,
"","Korah","ecf3","Coré",,
"","grape","ecf4","uva",,
"","Mount_Zion","ecf5","Monte_Sión",,
"","frog","ecf6","rana",,
"","Gog","ecf7","Gog",,
"","leopard","ecf8","leopardo",,
"","Magog","ecf9","Magog"," "," "
"","meaning","ecfa","significado",,
"","Megiddo","ecfb","Meguido",,
"","harlot","ecfc","ramera",,
"","prostitute","ecfc","prostituta",,
"","sand","ecfd","arena",,
"","spice","ecfe","especia",,
"","different","ecff","diferente",,
"","same_kind","ed00","mismo_tipo",,
"","type","ed00","tipo",,
"","blemish","ed01","defecto",,
"","spot","ed01","mancha",,
"","Barak","ed02","Barac",,
"","Gideon","ed03","Gedeón ",,
"","Jephthah","ed04","Jefté",,
"","Melchizedek","ed05","Melquisedec",,
"","Samson","ed06","Sansón",,
"","spy","ed07","espía",,
"","Nicopolis","ed08","Nicópolis",,
"","Zenas","ed09","Zenas",,
"","jump","ed0a","saltar",,
"","leap","ed0a","salto",,
"","Job","ed0b","Job",,
"","avenge","ed0c","vengar",,
"","revenge","ed0c","vengarse",,
"","vengeance","ed0c","venganza",,
"","thigh","ed0d","muslo",,
"","Antichrist","ed0e","Anticristo",,
"","tithe","ed0f","diezmo",,
"","right_time","ed10","momento_oportuno",,
"","Matthat","ed12","Matat",,
"","olive","eda1","olivo",,
"","fig","eda2","higo",,
"","Beor","eda3","Beor",,
"","crown","eda4","corona",,
"","discipline","eda5","disciplina ",,
"me poss","mine","e168","mio",,
"me poss","my","e168","mi",,
"we poss","our","e169","nuestro",,
"we poss","ours","e169","nuestros",,
